params:
  capacity 100.000
nodes:
  node01		92.960		8.314		60.869
  node02		42.191		12.961		47.513
  node03		46.460		52.206		14.249
  node04		43.832		2.929		3.504
  node05		98.467		45.150		63.436
  node06		72.344		45.155		64.408
  node07		59.142		87.369		38.810
  node08		42.135		84.127		84.213
  node09		45.223		15.878		87.557
  node10		8.531		64.320		11.390
  node11		82.289		39.623		47.219
  node12		45.622		16.127		63.632
  node13		46.789		86.773		76.981
  node14		81.653		36.764		64.540
  node15		14.781		24.986		46.767
  node16		59.010		18.741		75.678
  node17		81.899		7.967		24.303
  node18		40.040		82.188		16.633
  node19		73.978		87.654		39.263
  node20		59.588		41.039		42.142
  node21		73.056		43.562		3.413
  node22		91.275		74.746		94.325
  node23		8.764		28.701		89.268
  node24		94.047		76.016		60.705
  node25		33.367		56.074		68.065
  node26		98.026		83.964		92.538
  node27		32.227		33.733		87.650
  node28		93.508		69.939		20.409
  node29		7.979		38.707		7.305
  node30		94.657		4.065		63.304
  node31		92.805		37.199		3.709
  node32		38.754		18.720		93.754
  node33		91.863		48.838		83.400
  node34		13.496		74.916		18.199
  node35		92.287		98.137		60.535
  node36		75.098		75.942		72.321
  node37		10.950		67.884		99.349
  node38		18.826		78.692		60.065
  node39		47.583		25.260		17.883
  node40		58.724		93.836		44.812
  node41		22.981		29.375		72.296
  node42		55.182		85.270		58.862
  node43		84.797		52.377		20.009
  node44		74.421		78.787		67.225
  node45		88.685		56.122		75.767
  node46		10.312		77.416		37.997
  node47		15.591		28.630		66.824
  node48		61.758		97.137		68.442
  node49		11.640		69.971		25.156
  node50		9.735		85.071		4.713
