params:
  capacity 100.000
nodes:
  node01		93.571		88.557		41.736
  node02		60.308		89.157		75.139
  node03		67.347		36.619		58.425
  node04		38.795		90.707		85.441
  node05		63.114		48.738		22.884
  node06		2.506		33.975		66.062
  node07		14.553		28.115		17.724
  node08		80.614		27.772		61.539
  node09		35.437		67.827		14.036
  node10		12.543		19.976		28.038
  node11		80.804		26.616		4.575
  node12		13.583		63.592		18.621
  node13		55.859		58.215		44.287
  node14		90.970		39.963		91.530
  node15		56.621		50.541		7.261
  node16		21.729		69.314		9.546
  node17		30.940		83.983		23.321
  node18		10.226		39.086		76.445
  node19		75.044		12.793		81.538
  node20		26.698		15.478		36.460
  node21		95.491		98.148		54.764
  node22		30.318		23.871		59.869
  node23		41.239		24.757		79.821
  node24		96.358		27.855		39.719
  node25		94.284		40.855		63.541
  node26		23.644		38.449		15.067
  node27		52.606		97.242		56.348
  node28		1.117		65.766		86.215
  node29		89.488		18.420		78.795
  node30		44.531		46.419		41.119
  node31		27.719		37.214		43.382
  node32		94.044		10.110		65.924
  node33		36.950		28.638		39.567
  node34		44.259		9.487		61.241
  node35		28.457		9.813		93.465
  node36		99.002		98.608		60.377
  node37		78.370		27.215		0.229
  node38		46.145		9.758		98.254
  node39		9.231		97.908		73.227
  node40		15.215		38.139		68.995
  node41		58.661		32.136		62.256
  node42		29.658		22.708		8.697
  node43		48.099		86.437		7.071
  node44		8.539		61.968		8.389
  node45		61.605		91.529		49.193
  node46		54.759		24.514		22.474
  node47		21.970		96.614		35.333
  node48		65.157		0.357		19.234
  node49		74.327		89.680		2.932
  node50		32.874		57.365		61.429
