params:
  capacity 50.000
nodes:
  node001		40.201		36.374		12.833
  node002		6.022		47.756		14.678
  node003		44.024		97.774		96.002
  node004		12.890		86.745		97.377
  node005		46.570		32.568		29.998
  node006		9.460		58.164		54.413
  node007		40.052		69.064		32.500
  node008		2.564		95.437		77.398
  node009		24.954		80.781		23.668
  node010		24.325		55.897		39.698
  node011		17.834		88.653		88.922
  node012		5.506		87.616		69.389
  node013		23.805		8.413		86.647
  node014		45.302		22.624		53.929
  node015		8.571		14.492		32.257
  node016		10.762		12.214		4.899
  node017		8.641		95.711		3.746
  node018		23.162		70.012		61.305
  node019		16.773		40.590		52.989
  node020		40.359		83.010		43.145
  node021		27.376		41.802		27.937
  node022		28.989		28.102		55.992
  node023		43.563		18.741		38.905
  node024		47.838		21.354		6.554
  node025		9.920		86.338		71.471
  node026		42.290		10.961		66.231
  node027		44.126		59.676		69.550
  node028		2.547		53.663		60.619
  node029		10.341		44.213		64.151
  node030		20.134		28.023		90.077
  node031		0.138		1.626		5.341
  node032		20.516		49.519		78.942
  node033		4.458		73.091		64.169
  node034		23.418		90.879		37.625
  node035		21.575		3.255		34.777
  node036		17.575		44.277		43.939
  node037		16.961		43.750		58.306
  node038		29.123		56.057		44.985
  node039		33.293		36.059		39.184
  node040		8.340		9.965		0.991
  node041		6.180		16.722		49.793
  node042		30.584		71.904		74.665
  node043		6.008		91.681		76.252
  node044		6.966		96.673		26.002
  node045		21.039		48.909		88.421
  node046		17.041		72.631		22.129
  node047		3.113		83.126		63.510
  node048		1.785		47.607		88.543
  node049		0.253		39.006		52.233
  node050		40.415		16.249		37.248
  node051		14.659		1.151		55.735
  node052		30.919		11.535		75.265
  node053		10.621		28.643		94.222
  node054		43.224		57.551		54.721
  node055		43.402		75.287		15.232
  node056		41.382		98.927		43.817
  node057		12.310		40.363		7.061
  node058		4.217		26.364		34.265
  node059		24.103		71.366		69.324
  node060		9.120		66.799		88.446
  node061		28.478		80.999		31.609
  node062		31.256		61.775		53.301
  node063		45.515		46.684		46.215
  node064		5.481		75.070		33.307
  node065		38.051		3.605		17.392
  node066		17.919		48.818		55.816
  node067		10.067		98.446		86.899
  node068		23.591		39.786		44.906
  node069		34.614		41.861		43.016
  node070		44.448		19.507		63.439
  node071		31.168		86.025		75.823
  node072		22.262		70.521		20.988
  node073		49.533		37.962		8.412
  node074		7.393		62.107		85.490
  node075		25.988		41.740		54.584
  node076		0.932		59.973		10.843
  node077		34.781		47.410		2.988
  node078		4.311		56.286		97.283
  node079		4.725		7.836		38.751
  node080		28.251		45.099		80.498
  node081		27.607		48.204		15.419
  node082		47.050		0.675		43.658
  node083		4.893		59.877		57.594
  node084		22.607		2.010		82.701
  node085		0.244		62.410		4.840
  node086		10.556		5.790		98.816
  node087		28.779		55.954		77.816
  node088		35.089		19.351		47.484
  node089		32.179		46.122		13.249
  node090		31.945		61.651		64.516
  node091		10.294		82.855		36.011
  node092		23.247		35.036		31.222
  node093		20.091		26.291		10.471
  node094		24.182		46.730		7.160
  node095		33.957		66.127		14.519
  node096		27.986		73.990		14.558
  node097		9.587		48.899		45.086
  node098		25.676		63.645		87.303
  node099		22.498		1.026		39.710
  node100		40.841		65.725		1.884
