params:
  capacity 50.000
nodes:
  node01		47.844		1.032		41.509
  node02		45.858		6.035		28.111
  node03		11.242		83.926		13.504
  node04		20.283		19.213		47.725
  node05		16.428		4.520		48.472
  node06		26.383		72.873		99.481
  node07		21.076		70.693		0.949
  node08		12.142		28.986		21.918
  node09		21.046		54.913		18.029
  node10		8.055		75.932		0.492
  node11		3.695		38.550		56.073
  node12		6.019		59.847		92.361
  node13		17.525		61.877		47.003
  node14		4.437		57.150		38.223
  node15		14.257		76.898		20.498
  node16		5.757		75.341		10.788
  node17		36.832		48.435		81.246
  node18		0.396		31.762		25.831
  node19		23.821		61.885		4.185
  node20		4.733		28.632		52.957
  node21		13.420		12.088		83.093
  node22		25.534		6.447		96.248
  node23		14.559		45.041		4.901
  node24		45.121		79.802		62.180
  node25		26.613		23.703		92.628
  node26		16.196		11.861		53.671
  node27		46.867		4.996		76.863
  node28		49.311		0.300		76.111
  node29		45.872		35.353		50.023
  node30		28.122		75.240		97.476
  node31		29.917		5.039		5.903
  node32		25.480		6.148		24.416
  node33		21.863		49.187		99.608
  node34		10.022		35.333		52.199
  node35		41.095		43.644		24.669
  node36		35.916		39.881		16.209
  node37		1.505		59.361		99.793
  node38		29.202		46.373		10.395
  node39		41.245		56.233		92.729
  node40		32.401		99.060		62.202
  node41		41.817		20.166		61.210
  node42		1.310		76.971		25.651
  node43		29.434		58.146		31.019
  node44		12.567		36.583		0.931
  node45		22.701		57.304		47.927
  node46		43.944		41.219		23.106
  node47		10.391		51.104		89.613
  node48		29.972		68.096		30.042
  node49		16.491		5.339		44.307
  node50		5.942		63.083		27.201
