params:
  capacity 50.000
nodes:
  node01		11.688		14.795		14.585
  node02		38.733		94.632		27.219
  node03		48.401		96.218		55.949
  node04		3.007		19.740		70.164
  node05		38.415		47.873		9.829
  node06		17.957		96.318		96.772
  node07		28.854		21.030		39.404
  node08		28.232		53.946		57.206
  node09		34.426		71.203		91.995
  node10		23.351		87.392		34.113
  node11		22.245		10.842		3.420
  node12		35.257		77.929		25.880
  node13		44.914		77.858		13.251
  node14		20.934		68.063		39.023
  node15		45.924		44.590		87.333
  node16		2.755		91.451		92.471
  node17		15.862		61.511		41.386
  node18		42.926		27.529		25.483
  node19		23.493		9.189		7.141
  node20		27.540		10.395		37.973
  node21		47.766		74.581		98.589
  node22		11.564		16.028		91.633
  node23		44.166		7.753		38.065
  node24		11.054		68.045		15.749
  node25		11.382		4.402		96.192
  node26		14.410		81.456		1.631
  node27		18.364		82.647		69.766
  node28		10.855		68.692		23.349
  node29		24.459		46.520		19.171
  node30		30.294		20.242		27.746
  node31		1.292		10.642		94.355
  node32		38.264		10.318		17.103
  node33		37.268		87.423		10.881
  node34		26.339		14.157		75.295
  node35		4.586		22.012		32.544
  node36		44.283		20.599		15.393
  node37		46.407		89.500		96.631
  node38		33.090		10.930		1.035
  node39		19.966		89.992		16.100
  node40		33.307		29.384		73.770
  node41		46.075		60.090		20.218
  node42		27.162		58.900		55.932
  node43		33.615		63.919		37.572
  node44		39.927		99.392		55.730
  node45		5.337		16.120		34.351
  node46		35.108		30.417		40.866
  node47		22.511		63.106		12.875
  node48		30.213		38.652		47.833
  node49		29.194		68.397		86.930
  node50		25.414		49.885		6.909
