params:
  capacity 100.000
nodes:
  node001		83.041		68.832		11.493
  node002		13.435		22.408		22.289
  node003		63.201		6.957		84.793
  node004		71.072		94.240		91.856
  node005		13.420		52.163		22.214
  node006		48.392		43.644		19.265
  node007		33.666		47.552		25.035
  node008		68.549		27.319		61.037
  node009		85.521		63.691		34.659
  node010		72.520		37.058		78.855
  node011		10.318		7.099		14.556
  node012		91.331		64.602		36.076
  node013		71.765		17.327		58.475
  node014		61.999		64.791		0.087
  node015		20.953		65.996		77.055
  node016		37.572		25.163		73.010
  node017		74.785		39.655		31.545
  node018		67.137		17.485		31.681
  node019		83.149		14.012		4.626
  node020		12.026		66.314		23.459
  node021		40.754		60.368		99.066
  node022		12.621		67.366		17.814
  node023		45.604		19.519		3.756
  node024		57.885		37.110		96.600
  node025		10.925		60.422		38.934
  node026		43.834		79.490		56.179
  node027		43.036		95.967		71.394
  node028		13.726		60.542		33.411
  node029		25.714		38.942		28.756
  node030		31.665		85.038		74.336
  node031		89.382		97.220		70.552
  node032		83.174		97.219		67.922
  node033		81.884		36.877		73.433
  node034		83.123		26.542		38.557
  node035		44.476		35.503		27.007
  node036		65.977		12.988		44.163
  node037		99.453		57.477		78.337
  node038		63.196		12.550		22.424
  node039		53.464		97.286		8.982
  node040		11.089		95.851		22.870
  node041		13.631		19.236		26.754
  node042		31.350		34.925		60.998
  node043		70.321		55.173		95.574
  node044		48.950		22.680		57.595
  node045		5.501		4.997		4.905
  node046		90.506		14.725		82.457
  node047		72.726		3.387		93.869
  node048		3.375		79.640		86.328
  node049		23.410		37.132		87.507
  node050		39.095		38.867		86.213
  node051		61.830		29.614		44.214
  node052		43.539		49.073		44.327
  node053		50.257		12.159		85.641
  node054		30.709		67.753		63.685
  node055		26.166		45.940		75.881
  node056		42.954		41.020		44.546
  node057		74.343		66.198		77.114
  node058		45.074		93.241		27.727
  node059		3.944		72.948		83.640
  node060		90.197		11.908		34.637
  node061		51.870		16.727		48.225
  node062		45.210		83.633		45.129
  node063		16.737		58.586		44.940
  node064		50.027		38.106		25.004
  node065		9.937		80.119		28.979
  node066		71.115		40.236		23.707
  node067		29.150		39.692		40.160
  node068		75.507		68.259		29.967
  node069		12.665		87.809		4.817
  node070		89.475		63.566		50.718
  node071		20.485		14.561		41.162
  node072		10.051		27.337		33.700
  node073		37.503		74.175		27.378
  node074		42.507		44.290		7.150
  node075		77.764		63.276		6.437
  node076		52.752		8.586		42.624
  node077		40.412		45.167		84.378
  node078		65.219		51.014		37.526
  node079		7.970		34.847		45.118
  node080		98.561		21.161		63.867
  node081		49.849		80.832		47.698
  node082		38.442		88.619		72.840
  node083		33.500		79.833		75.540
  node084		43.654		62.657		30.811
  node085		1.782		12.559		53.593
  node086		69.089		10.080		13.591
  node087		71.713		46.765		94.579
  node088		7.207		36.069		87.838
  node089		0.701		82.512		15.683
  node090		31.853		88.866		67.259
  node091		96.016		60.090		59.868
  node092		80.835		5.062		52.052
  node093		38.383		0.670		39.397
  node094		85.922		95.805		29.272
  node095		75.944		51.068		7.099
  node096		72.139		63.450		99.796
  node097		96.828		56.042		50.511
  node098		42.030		47.004		73.110
  node099		55.656		55.264		99.940
  node100		0.254		80.380		90.884
