params:
  capacity 50.000
nodes:
  node001		4.720		79.605		57.574
  node002		10.833		2.152		76.440
  node003		2.273		51.694		12.755
  node004		7.111		13.741		82.534
  node005		20.931		14.794		38.255
  node006		29.940		26.082		94.189
  node007		13.470		91.165		39.774
  node008		3.531		13.575		67.889
  node009		47.513		68.632		78.741
  node010		5.380		54.086		34.080
  node011		12.679		52.200		96.355
  node012		34.138		49.887		61.902
  node013		16.601		32.399		52.921
  node014		37.635		95.523		96.033
  node015		17.732		1.219		6.461
  node016		21.092		57.925		35.236
  node017		18.767		59.261		4.541
  node018		16.426		51.261		53.731
  node019		33.590		19.947		56.922
  node020		30.650		34.325		31.949
  node021		30.210		14.488		81.111
  node022		31.465		50.875		4.526
  node023		8.737		17.046		74.081
  node024		40.623		32.785		95.314
  node025		20.691		99.560		26.718
  node026		12.552		40.485		39.638
  node027		26.988		49.647		29.863
  node028		13.665		99.032		95.449
  node029		7.486		95.053		96.016
  node030		13.538		0.205		39.223
  node031		42.246		80.311		73.983
  node032		4.975		2.664		5.350
  node033		25.794		79.310		29.554
  node034		47.575		20.140		18.717
  node035		28.391		9.776		48.782
  node036		13.675		70.180		65.084
  node037		17.798		40.274		29.465
  node038		45.845		33.045		25.609
  node039		32.446		22.079		4.847
  node040		44.134		81.501		30.174
  node041		16.676		74.427		13.161
  node042		4.007		12.828		31.038
  node043		12.550		78.840		60.651
  node044		30.592		17.203		65.644
  node045		3.635		56.434		29.765
  node046		38.827		1.022		58.260
  node047		28.257		31.244		86.456
  node048		2.990		95.472		8.064
  node049		41.978		13.283		83.068
  node050		26.998		43.561		15.941
  node051		17.084		55.731		43.448
  node052		26.180		75.825		19.209
  node053		37.210		1.836		15.849
  node054		0.602		99.067		75.026
  node055		13.168		17.687		41.867
  node056		26.901		60.956		22.074
  node057		42.441		81.669		12.691
  node058		15.422		1.302		96.175
  node059		16.393		81.096		79.686
  node060		48.552		35.878		13.892
  node061		27.634		84.697		27.645
  node062		2.135		23.602		25.679
  node063		8.671		40.415		11.502
  node064		14.839		93.167		11.713
  node065		49.110		97.803		58.106
  node066		36.446		49.264		15.266
  node067		40.844		32.470		80.004
  node068		26.499		9.856		18.698
  node069		27.577		11.972		74.171
  node070		7.879		46.769		54.376
  node071		2.342		8.598		75.283
  node072		44.959		44.850		90.745
  node073		40.480		40.047		42.249
  node074		41.554		36.970		79.882
  node075		33.046		73.465		46.858
  node076		3.556		8.460		25.320
  node077		25.324		31.340		87.481
  node078		11.907		56.572		58.331
  node079		41.893		25.916		2.282
  node080		18.707		36.190		90.297
  node081		28.427		35.304		78.895
  node082		30.221		32.038		67.478
  node083		24.871		12.094		54.706
  node084		14.022		34.374		61.997
  node085		9.181		56.802		28.184
  node086		9.079		92.562		9.121
  node087		10.174		35.306		18.219
  node088		10.815		2.526		41.822
  node089		16.814		84.667		39.937
  node090		33.645		49.955		41.806
  node091		45.109		46.290		82.920
  node092		41.194		35.931		67.716
  node093		16.650		24.604		91.933
  node094		15.361		54.324		11.063
  node095		46.460		74.512		70.298
  node096		19.803		96.266		11.315
  node097		46.853		76.910		98.122
  node098		6.357		27.189		0.552
  node099		29.621		34.864		60.101
  node100		19.865		38.956		72.876
